Tweets,Category
b'RT @iutkarsharma: #terafitooronpublicdemand #2DaystoTeraFitoor #Genius Song teaser out at 10am @tipsofficial .. @genius_themovie @quaintrel...',Entertainment
"b'RT @iutkarsharma: Mark your calenders... 12th July,2018... #Terafitoor ... song teaser out tomorrow at 10am @tipsofficial... #terafitooronp...'",Entertainment
b'RT @Anilsharma_dir: Fitoor.. fitoor..fitooor..#TeraFitoor releasing on 12th. Thx fans for all your patience... Watch out for the song tease...',Entertainment
b'Get ready for #TeraFitoor  https://t.co/FompDKH79q',Entertainment
"b'RT @taran_adarsh: #Gadar director Anil Sharma introduces his son Utkarsh in #Genius... Costars Ishita Chauhan, Nawazuddin Siddiqui, Ayesha...'",Entertainment
b'Love you bhai  https://t.co/GA6Gq9JcsU',Entertainment
"b'Composed a track today for a script that I just heard which has given me immense satisfaction! Feeling blessed, tha... https://t.co/6JqXzdPxfJ'",Entertainment
b'Voice India Kids Finale Today. Cheers https://t.co/5B9yFOOQPC',Entertainment
b'Tune in today to watch the World Television Premiere of Teraa Surroor at 8 PM on @SonyMAX https://t.co/s6Lt62KJV1',Entertainment
b'Watch #TeraaSurroor starring Himesh Reshammiya and Farah Karimaee today at 7:55 PM on @SonyMAX https://t.co/wGgHvaCAOk',Entertainment
b'Expect the Unexpected https://t.co/QnamkH9ONf',Entertainment
"b'Ashiq banaya aapne new is historic again, thanks for all your love and support, cheers  https://t.co/XNJ3ZhN4yV'",Entertainment
b'Enjoy #AashiqBanayaAapne https://t.co/hlt8lDCqHR',Entertainment
"b'RT @TSeries: Groovier, punchier and steamier than ever before.\nWatch #AashiqBanayaAapne song now: https://t.co/4kK9hPFrwh\n\nSung by #Himesh...'",Entertainment
"b'Hi  - A very good morning to all of you , have a great day , cheers  https://t.co/7kVgu6iFf3'",Entertainment
b'Wishing a very Happy Birthday to my Bhai and mentor @BeingSalmanKhan.  Thank you for everything bhai. God bless you... https://t.co/Wswh0f7a7J',Entertainment
"b'Salman Bhai and Katrina kaif yesterday on sets of #TheVoiceIndiaKids , had super fun. Love and Respect always... https://t.co/LgqIwPPonP'",Entertainment
"b'In studio - work mode, tracks for a new film are shaping really well, God willing it should touch gold, cheers and... https://t.co/6TNuNslt5N'",Entertainment
"b'The Voice India Kids starts tonight, every Saturday - Sunday at 9:00 pm on @AndTVOfficial https://t.co/LwFTAlRDTf'",Entertainment
b'Love you all  https://t.co/F9NbFXvwoT',Entertainment
b'RT @IuliaVantur: Grateful  #thanku #love #music #everynightandday #song #@HRMusikLimited @officialtseries Sending u all my love and grati...',Entertainment
b'RT @TSeries: #PremRatanDhanPayo title track crosses #200MillionViews.\nThank you for the love.\n@BeingSalmanKhan @sonamakapoor \n\nhttps://t...',Entertainment
b'Good Afternoon! Back on sets of Saregamapa Lil Champs to shoot the semi final episode today. Thanks for making it t... https://t.co/hPErAiSDKX',Entertainment
"b'About to begin a new journey - starting shoot for the Voice India today - thanks a lot for all your support, lots o... https://t.co/XLKiNuveWv'",Entertainment
b'@IuliaVantur Happy Birthday  God bless ',Entertainment
b'Thank you so much everyone for all your love and wishes. God bless  https://t.co/zepyGZDNCO',Entertainment
b'Thank you for the love :) HAPPY BIRTHDAY HIMESH https://t.co/eXMDNnewQN',Entertainment
b'Thank you  HAPPY BIRTHDAY HIMESH https://t.co/KlhMruOgyW',Entertainment
b'Thank you guys  HAPPY BIRTHDAY HIMESH https://t.co/zP7RsyUNf7',Entertainment
b'Aap Se Mausiiquii title track crosses 14 million views and album crossed 50 million views already. Thanks for all y... https://t.co/GpFOy1XqVO',Entertainment
"b""RT @TSeries: #BhushanKumar's album #AapSeMausiiquii featuring #HimeshReshammiya crosses over #50MillionViews.\n@manojmuntashir https://t.c...""",Entertainment
b'#EidMubarak https://t.co/KjSi8AXvd7',Entertainment
b'Happy World Music Day  https://t.co/rZ4Cxeayci',Entertainment
"b'Starting shoot of retro black and white episode, historic songs and talent. Thanks for making Saregamapa Lil Champs... https://t.co/YScDi93m8N'",Entertainment
b'Back on the sets of #SaReGaMaPaLilChamps. Cheers  https://t.co/jB0Svpr1Tg',Entertainment
"b'Himesh Reshammiya performed with @IuliaVantur, @kirankamath and Little champs on #SaReGaMaPaLilChamps... https://t.co/JBVyiMV4X8'",Entertainment
"b""RT @IuliaVantur: We had a lot of fun at #saregamapalilchamps #tvshow #zeetv # We'll sing together tonight at 9 o clock @HRMusikLimited...""",Entertainment
"b""RT @ZeeTV: Tonight is going to be legendary! Don't you agree? #TubelightOnAmulSaReGaMaPaLilChamps  @BeingSalmanKhan @TeamHimesh https://t.c...""",Entertainment
b'RT @ZeeTV: #TubeLightOnAmulSaReGaMaPaLilChamps :D https://t.co/cBwIXXDJsn',Entertainment
b'RT @IuliaVantur: I love their energy and style #behindthescenes #kids #bestdancers #everynightandday #song #officialvideo #himeshreshammiya...',Entertainment
b'RT @manojmuntashir: Here it is .. Every Night and Day @tseries @IuliaVantur #Himmuntashir https://t.co/A8AP0v4bNo',Entertainment
b'RT @IuliaVantur: Behind the scenes #everynightandday #song #musicvideo #@HRMusikLimited @TSeries # https://t.co/jF3hsHKO2Y https://t.co/rZs...',Entertainment
"b""RT @TSeries: Here's presenting #HimeshReshammiya's much-awaited song 'Every Night and Day' ft. @IuliaVantur from #AapSeMausiiquii-https://t...""",Entertainment
b'RT @BeingSalmanKhan: Every night and day video.. very nice  @HRMusikLimited @IuliaVantur https://t.co/4Ybu6VBQET',Entertainment
b'@BeingSalmanKhan @IuliaVantur Thanks a lot Bhai. Love you ',Entertainment
"b""Here's the official video of #EveryNightAndDay featuring Rockstar Himesh Reshammiya and the sensational @IuliaVantur https://t.co/T1iAXfBHuk""",Entertainment
b'RT @TSeries: Just 1 hour to go! For the Official video of #EveryNightAndDay song featuring #HimeshReshammiya and @IuliaVantur. https://t.co...',Entertainment
b'RT @TSeries: Official video of #EveryNightAndDay from #Aapsemausiiqui produced by Bhushan kumar ft. #HimeshReshammiya &amp; @IuliaVantur out to...',Entertainment
b'Official video of Every Night And Day song featuring Himesh Reshammiya &amp; the sensational @IuliaVantur will be live... https://t.co/0Tx9EMhEvv',Entertainment
"b'RT @IuliaVantur: Tomorrow at noon, the official video of ""Every night and day"" will be out! Do check it out, I hope u\'ll like it! \n@TeamHim...'",Entertainment
b'Watch @ZeeTV on Saturday at 9 pm. Performed the medley of our hit songs with my mentor and Bhai on Lil champs https://t.co/Xmbg3jR5mz',Entertainment
b'RT @TSeries: Official video of #EveryNightAndDay song featuring #HimeshReshammiya and the stunning @IuliaVantur out tomorrow at 12 noon. St...',Entertainment
b'Releasing tomorrow official video of Every Night And Day song with the sensational @IuliaVantur #AapSeMausiiquii https://t.co/wSViSOnrPU',Entertainment
b'Himesh Reshammiya with his mentors and brothers Salman Bhai and Sohail Bhai. Cheers  https://t.co/6cCbdjU0KU',Entertainment
"b""Watch Shreyan's rocking performance today at 9 pm on @ZeeTV #SaReGaMaPaLilChamps https://t.co/a4pJz7k0ta""",Entertainment
"b'Super fun moment when the kids converted @ImAdityaNarayan into a hot chick, watch @zeetv at 9 pm tomorrow... https://t.co/tXSUnAdHqn'",Entertainment
b'@HimeshRcom JAI MATADI ',Entertainment
"b'Had a blast yesterday at master class with Shreyan, Droon, Riya, Sonakshi and Chote Bhagwan Jayas Kumar... https://t.co/JqL7b20NNR'",Entertainment
b'Performing live in Holland on 17 th June. Cheers  https://t.co/qhelfmhsnU',Entertainment
b'Good morning  Have a great day everyone! https://t.co/OTcPO0mgRQ',Entertainment
b'Jayas Kumar rocked it again today on Ramji song from Ramleela #SaReGaMaPaLilChamps https://t.co/OVuqXrIsEb',Entertainment
b'Himesh Reshammiya and the very talented script writer and friend Subrat Sinha who recently met in Delhi. https://t.co/gAop8xkzrk',Entertainment
"b""Happy Mother's Day. Cheers  #MothersDay https://t.co/NiYF3HeXCN""",Entertainment
"b""Watch @ZeeTV tonight at 9 pm. Himesh Reshammiya's mom Madhu Reshammiya came to the show to celebrate Mother's Day s... https://t.co/IUrv5XM8Wz""",Entertainment
"b""RT @ZeeTV: Even @arrahman,the Musical Genius,couldn't stop himself from finding Shreyan's performance beautiful!Catch it on #AmulSaReGaMaP...""",Entertainment
b'Stunning Sridevi visited the sets of Saregamapa Lil Champs for her upcoming film MOM. We all had a great time :) https://t.co/aWyEpIX0So',Entertainment
"b""Good morning  shooting mom special episode for Mother's Day #SaReGaMaPaLilChamps https://t.co/AYctKE7REt""",Entertainment
b'Himesh Reshammiya in Dubai performing for the top most doctors of our country. https://t.co/5l2hLonBoJ',Entertainment
"b""Ready to start shoot for today's episode of Saregamapa Lil Champs, thanks for making it the number 1 music show acr... https://t.co/d5fOxDQY5y""",Entertainment
b'Himesh Reshammiya converted the stadium into a night club in Bukaro last night. https://t.co/vNevsIlTYv',Entertainment
"b""RT @manojmuntashir: Crowd of 2 Lakhs in today's times..unbelievable. This is called #HREffect. @TeamHimesh @HimeshRcom #HimeshReshammiya ht...""",Entertainment
b'Thank you Bokaro for showering so much love  https://t.co/TyiY2d1nzk',Entertainment
b'Sonakshi Kar is another super talent - watch ZEE TV tomorrow at 9 pm #SaReGaMaPaLilChamps https://t.co/2N3Sn3Oi1x',Entertainment
"b""RT @ZeeTV: Didn't you just love the perfect selfie moment? #AmulSaReGaMaPaLilChamps https://t.co/9tkNXOU4oR""",Entertainment
b'RT @ZeeTV: Another blockbuster episode premiering in 2 Hours! Are you excited for #AmulSaReGaMaPaLilChamps? https://t.co/Iw0cx3kkJ9',Entertainment
b'RT @ZeeTV: Guess who is going to sing an Arabic song for Himesh ji soon?Yumna!Her historic talent is coming your way tonight! #AmulSaReGaMa...',Entertainment
b'RT @manojmuntashir: Just #PalBhar with the legend #HimeshReshammiya ...Main #PhirBhiTumkoChaahunga @TeamHimesh @HimeshRcom https://t.co/QvN...',Entertainment
b'We have lost a legend of Indian cinema whose dashing and charismatic presence will be forever missed - RIP Vinod Kh... https://t.co/JDtMeKIF8c',Entertainment
b'RT @RjDhrumil: Catch #HimeshReshamiya on #GJ935 now.... \n @TeamHimesh \n@HRMusikLimited https://t.co/Gspwl1LDeF',Entertainment
"b""RT @ZeeTV: Himesh took blessings from divine child and celebrated Jayas Kumar's birthday on set of #AmulSaReGaMaPaLilChamps ! https://t.co/...""",Entertainment
b'RT @ZeeTV: Musical Masti continues tonight with #AmulSaReGaMaPaLilChamps! See you in 2 Hours! @iAmNehaKakkar @javedali4u https://t.co/sVFiY...',Entertainment
b'Himesh Reshammiya will be performing today in Ahmedabad. https://t.co/24j25TZxa0',Entertainment
"b""RT @ZeeTV: Guess who is bringing back the evergreen 90's to the stage of #AmulSaReGaMaPaLilChamps tonight? Udit ji and Alka Yagnik ji! http...""",Entertainment
b'Watch #SaReGaMaPaLilChamps tonight at 9PM on @ZeeTV. Thank you for making it the num 1 music show across all channe... https://t.co/RpLb1YqRkC',Entertainment
"b'Official video of Every Night And Day song with the gorgeous @IuliaVantur coming soon, editing in progress. Thanks... https://t.co/X030meNH4u'",Entertainment
b'Thank you  for making #SaReGaMaPaLilChamps the number 1 music show across all channels in TRPs. https://t.co/jqOejjJ3a3',Entertainment
b'Keep smiling  Have a great day! https://t.co/uGBiO9jHlU',Entertainment
"b'RT @ZeeTV: Honge aaj celebrations ke rang, Lil Champs ke sang! 2 Hours to go for #AmulSaReGaMaPaLilChamps! https://t.co/MIDnU7Pb5w'",Entertainment
b'RT @yrf: Star Power  Wishing the sassy &amp; an effortless performer @priyankachopra a very Happy Birthday! #HappyBirthdayPriyankaChopra \nWat...',Entertainment
"b""RT @yrf: It's soul-stirring. It will give you all the feels. Listen to the flute version of #MaanaKeHumYaarNahin - https://t.co/9n4GiohRNV...""",Entertainment
b'RT @yrf: Fun Mode   #WorldEmojiDay https://t.co/GK3Z9lwGcO',Entertainment
"b'RT @yrf: From romantic to party anthems, THESE songs struck the right chords in your heart and made you sway on the dance floor!  \nCelebrat...'",Entertainment
b'RT @yrf: Scintillating dance moves  Peppy beats  \nCelebrating #14YearsOfDhoom music album. \nTurn it  and dance it out https://t.co/...',Entertainment
b'RT @yrf: Music for the soul. THIS is for all the hopeless romantics  \nListen to the flute version of #TujhMeinRabDikhtaHai - https://t.c...',Entertainment
b'RT @yrf:  #DanceGoals | #ThursdayTunes https://t.co/iB9UEUftmB',Entertainment
b'RT @yrf: True that. #Mohabbatein | #RainingRomance https://t.co/aDiWvj45mO',Entertainment
b'RT @yrf: 700K followers on @instagram \nTHIS milestone has got us all  Thank you all for your love.\nFollow us NOW: https://t.co/UuoKcyPe...',Entertainment
b'RT @yrf: A historic milestone! \n#SwagSeSwagat becomes the FIRST INDIAN SONG TO HIT 500 MILLION+ VIEWS on @YouTube - https://t.co/sJ7E4mT...',Entertainment
b'RT @yrf: His soulful voice leaves you wanting for more. Wishing the talented singer @javedali4u a very Happy Birthday! https://t.co/raABWE1...',Entertainment
b'RT @yrf: THESE songs made you groove and gave you all kind of love feels.  Celebrating 10 years of #BachnaAeHaseeno music album https://t...',Entertainment
"b'RT @yrf: #Shamshera to release on July 31, 2020! \n#RanbirKapoor | @karanmalhotra21 | @duttsanjay | @Vaaniofficial | @ShamsheraMovie https:/...'",Entertainment
"b""RT @yrf: It's a wrap for @AnushkaSharma and @Varun_dvn on #SuiDhaagaMadeInIndia | @SuiDhaagaFilm https://t.co/mrxNZ9q2G7""",Entertainment
b'RT @yrf:         \n     ! #FilmyFeels https://t.co/9Td9HaNl8M',Entertainment
b'RT @yrf: His music slays the charts &amp; rules your hearts!\nWishing the music maestro @VishalDadlani a very Happy Birthday! Celebrate with t...',Entertainment
b'RT @yrf: Rise above all odds &amp; shine on  #WednesdayWisdom | #ZindaHai https://t.co/Der8TvSTym',Entertainment
b'RT @yrf: Swag quotient \nAn effortless performer \nA complete entertainer \nWishing @arjunk26 a very Happy Birthday #HappyBirthdayArjun...',Entertainment
b'RT @yrf: Remembering the legendary music composer #MadanMohan on his birth anniversary. https://t.co/dBG0BoLC0p',Entertainment
b'RT @yrf: Wishing the stunning #KarismaKapoor a very Happy Birthday!\nWatch her in the classic film #DilToPagalHai - https://t.co/kRDYBvzAzr...',Entertainment
"b""RT @yrf: The romance anthem #DilDiyanGallan continues to win hearts, crossing over 300 MILLION+ VIEWS on #YRF's @YouTube channel \nhttps:/...""",Entertainment
b'RT @yrf: #Friyay feels on point. #FilmyFeels https://t.co/RmxoASG8v5',Entertainment
"b'RT @yrf: Music = Mood.\nIt makes you feel better anytime, anywhere. Happy #WorldMusicDay   https://t.co/FAT8ZmpcTs'",Entertainment
"b'RT @yrf: Stay in love, now &amp; forever  #SachiMuchi | #FilmyFeels https://t.co/IC4GT6MLcp'",Entertainment
"b""RT @yrf: The biggest challenges people with special needs face are on the playground - in making friends &amp; keeping them. That's why those w...""",Entertainment
b'RT @yrf: Believe in yourself &amp; chase your dreams. #KholDePar | #MondayMotivation\nhttps://t.co/hER8Jcs9Zg',Entertainment
"b""RT @yrf: A guiding light. A pillar of strength, support &amp; unconditional love. He's our superhero. Happy #FathersDay https://t.co/rBXMn6EiIr""",Entertainment
"b'RT @yrf: May this auspicious day bring you lots of happiness, love &amp; peace. #EidMubarak https://t.co/GjFAEiN2Ai'",Entertainment
b'RT @yrf: Discover yourself &amp; chase your dreams. #Hichki | #FilmyFeels | #ThursdayTunes https://t.co/fqJBkzwrW1',Entertainment
b'RT @yrf:           #JiyaRe | #FilmyFeels https://t.co/gWt0DXeH75',Entertainment
"b""RT @Y_films: Here's a peak into the world of @RedLabelChai #6PackBand2! Let them show you how to live without inhibitions in the #JhakkadPa...""",Entertainment
b'RT @yrf: A perfect musical fuel to lift up your spirits  #MondayMotivation\nRead ON: https://t.co/l069bPnhtN https://t.co/Gp2YWtXDZ9',Entertainment
"b""RT @yrf: Wishing the singer with an infectious energy @MikaSingh a very Happy Birthday! Let's celebrate with this high voltage song https...""",Entertainment
b'RT @yrf: He puts the soul &amp; magic in music. Wishing #RoopKumarRathod a very Happy Birthday!  https://t.co/Ux5wjRKsOr',Entertainment
b'RT @yrf: Love all the way  #FilmyFeels https://t.co/zqByy7IKOW',Entertainment
b'RT @yrf:            #Fanaa \n#ThursdayTunes | #FilmyFeels https://t.co/yWlOtV92GX',Entertainment
b'RT @Y_films: .@RedLabelChai #6PackBand2 wishes their isspeshal friend @iAmNehaKakkar a VERY #HappyBirthday! The #IsspeshalYaariSong premier...',Entertainment
"b'RT @yrf: Stay in the FAN Mode, Always. #FilmyFeels https://t.co/ZVFj9lR5wa'",Entertainment
b'RT @yrf: #SwagSeSwagat continues to be the FASTEST BOLLYWOOD SONG to cross 450 MILLION VIEWS on @YouTube \nhttps://t.co/sJ7E4mByCD  \n@B...',Entertainment
b'RT @yrf: Note to self: Smile  Stress  #FridayFeeling https://t.co/a1PISBbCyI',Entertainment
"b'RT @SultanTheMovie: Love feels &amp; more. #JagGhoomeya   \nCelebrate 2 years of #Sultan music album, play it on loop: https://t.co/1rfn9RRkp...'",Entertainment
"b'RT @yrf:      ,      \n#Bulleya Reprise will hit you right in the feels. #Sultan https://t.co/KBysRBjB...'",Entertainment
"b'RT @yrf: Be it soulful or romantic, @SultanTheMovie album is an absolute musical treat. \nCelebrating 2 years of #Sultan music album - https...'",Entertainment
b'RT @yrf: #SandeepAurPinkyFaraar \n@arjunk26 | @ParineetiChopra | #DibakarBanerjee | @SAPFTheFilm https://t.co/W5Q8grrZ27',Entertainment
"b'RT @yrf: #SandeepAurPinkyFaraar set to release on March 1, 2019\n@arjunk26 | @ParineetiChopra | #DibakarBanerjee | @SAPFTheFilm'",Entertainment
"b'RT @yrf: Kabhi Yeh Hasaaye, Kabhi Yeh Rulaaye\nYeh Dil Cheez Kya Hai, Samajh Mein Na Aaye \n#SingAlong to the lyrical version of #6PackBand...'",Entertainment
b'RT @yrf: Dance away #FridayFeeling  https://t.co/pmVSUjfa2X',Entertainment
b'RT @yrf: Be carefree in love. #MusicalMay \n#SingAlong - https://t.co/UMaiaAvOu6 https://t.co/SD0P4lhmXK',Entertainment
b'RT @yrf: Soulful lyrics &amp; a perfect melody = THIS song. #MusicalMay \nhttps://t.co/lt9CvoL5i1 https://t.co/BlQmafkbVl',Entertainment
"b'RT @yrf:   ,    ,        #MusicalMay https://t.co/YyBJtjbvW1'",Entertainment
